land_area,pond_count,homestead_area,vegetation_index,soil_index,water_index,forest_cover_pct,dist_to_road_km,tribal_group_Reang,tribal_group_Tripuri,forest_dependency_index
0.4920709939759985,1.0,0.11346412943898215,0.8086702465103297,0.638187810349095,0.4513133705578778,0.6570364458369456,0.6909685000104966,True,False,0.07517288347327865
0.5729786138012076,1.0,0.7224105506451775,0.2968113265328033,0.7172882018275284,0.6446118912506874,0.8830696271978357,0.5341798438634425,False,False,0.08491696073721006
0.23828214312867127,0.3333333333333333,0.5014763830037323,0.300525528506144,0.9731149703838862,0.7366529846425844,0.4859254399215349,0.37919896037694756,False,False,0.11452483274584523
0.7943339175528279,0.0,0.8963844015435626,0.6689420548514534,0.7909184588976859,0.4644400961985059,0.5427596538641365,0.34028444981675265,False,True,0.037715286760563835
0.48662148328735455,1.0,0.922228680314705,0.547816557478808,0.8119576386458891,0.5818376462017448,0.9203065573082508,0.6210486543171748,False,False,0.10376534758674145
0.33406522272055894,0.6666666666666666,0.055068950352901935,0.7710252618353135,0.5280305907168723,0.5697935614229268,0.9011503247135578,0.8914102971409034,True,False,0.14513742464612095
0.10666322010947527,0.6666666666666666,0.8227186888222732,0.5670288042310249,0.5253372969550489,0.6694298330842033,0.4487522337541271,0.4963001720807264,False,False,0.20260070627004648
0.23879048957902635,0.6666666666666666,0.037560376075196855,0.6306767576903911,0.34838568084064864,0.3750422740842434,0.2747542165154594,0.8250892952199042,False,True,0.07314276274833505
0.9497813038612737,0.6666666666666666,0.367964349025118,0.7398138168663908,0.8082871243587968,0.2978618378209251,0.39368274226658395,0.40221140814922374,False,False,0.022123347577502096
0.3050967563414169,1.0,0.5435899623695839,0.4224859162823371,0.9095640166930783,0.9481393218839751,0.38826886456857945,0.10222879644793495,False,False,0.0760861885022551
0.16874996426581318,0.3333333333333333,0.14827600183289047,0.34020745172164635,0.9368162073472406,0.619400707649311,0.287226363726776,0.06130996675197324,False,True,0.10208318190856265
0.46079135334928545,0.3333333333333333,0.7481807443778317,0.80022159052538,0.42987247100862885,0.3995189291141189,0.2689128038194436,0.05113111318906943,False,True,0.03729094947995755
0.30708636542110934,0.6666666666666666,0.008134709581069821,0.7935588619078691,0.5190676858628267,0.43936027859932447,0.8622478730670761,0.38018896668727786,True,False,0.15049251526506469
0.03494551439654713,0.3333333333333333,0.16883222008030746,0.5096243385692913,0.7045086433082264,0.704009315094649,0.0699094493098997,0.3372449823285042,False,False,0.12956140637354688
0.3231563791516533,0.6666666666666666,0.5821956845602368,0.73412495172768,0.622327410875241,0.3579007910199187,0.6785323936892181,0.7182245359855302,True,False,0.11592538747150824
0.5442923434290695,0.6666666666666666,0.7161642073595413,0.5831889794609348,0.45495112583622027,0.5457415022388186,0.17301558974720752,0.7431273345584467,False,False,0.02178182699019776
0.5519020295274127,0.0,0.9189917206668229,0.5417387503285215,0.4638748983959324,0.4180322066772685,0.34494824234317767,0.0506503570141168,False,False,0.03756909468878047
0.3565961769133487,1.0,0.7072481540276605,0.9199656657603077,0.42764425553938173,0.42397692646666985,0.06157860376658417,0.22104500782558842,True,False,0.02010428717478805
0.4474108768449566,1.0,0.6734354205958074,0.6883101371922861,0.6901994480228995,0.3638618689165538,0.270308840363242,0.2742227171284033,False,False,0.038669459035544904
0.9660307301512905,0.6666666666666666,0.3952127099326578,0.5316452735640794,0.5247149268896862,0.3449187206770037,0.7694728284073213,0.5477740987083181,False,False,0.04261094186472571
0.3774019682172727,1.0,0.0010444363981068627,0.7352961890370586,0.5646509566799385,0.4881831301989621,0.8862346944029703,0.14438056797971177,False,False,0.12771157478922315
0.2581872782078276,0.3333333333333333,0.12025544409800076,0.6329241273740774,0.5844637019512144,0.43130188731304697,0.22179271012832566,0.13379877861106762,False,True,0.058382439152565004
0.24341598262368166,0.6666666666666666,0.535822627656531,0.3698414472847731,0.43402323160857,0.4769467926424651,0.46416131950634076,0.9442426796858765,True,False,0.1082198539352329
0.4578809033054966,0.0,0.6767955116265473,0.8398878782192039,0.6306455744659101,0.39787702991237717,0.4709472694685086,0.8045539308851696,False,True,0.060043818723109134
0.7598720901761027,0.3333333333333333,0.41838519377585914,0.35565108362977804,0.23328602542894045,0.03547390545561316,0.8747782297714747,0.18054685315054264,True,False,0.06289748144968159
0.20590785426669103,0.0,0.7325017285850314,0.6879928741988866,0.6812694989319703,0.508498558347347,0.7638427281131782,0.40662608201925154,True,False,0.19095445947347522
0.7096088470037869,0.0,0.5230944849289707,0.7913846154423121,0.5187285184593888,0.23393821675726015,0.5137619006349718,0.35564276571999454,False,False,0.040667858391705086
0.02092514705089179,1.0,0.07414234222240013,0.6988956487560553,0.7611677522856517,0.21568195915344043,0.6716585445976309,0.7913453803227937,True,False,0.6191857878038313
0.41901894368008097,1.0,0.19231564576618265,0.12040281786628237,0.11072354019431713,0.15353964546471247,0.8485202844366097,0.5103474968611862,False,True,0.11117105160313068
0.7762297709467085,0.6666666666666666,0.8421300917784112,0.5488847590168514,0.7167026433297687,0.7208033357254657,0.009499764078375939,0.12770281149412804,False,True,0.002146093142094973
0.33875629062614604,1.0,0.7267191568555134,0.4830229735008674,0.765772545379086,0.6683051541907629,0.40341631136642064,0.7392950767960035,False,True,0.07103165751077788
0.563936149460941,0.0,0.8970487258413496,0.48498276931125706,0.3433717813492187,0.3615570244625089,0.9084944912440681,0.3969391257921344,True,False,0.08862769091989535
0.20489811498070817,0.0,0.11764607607755034,0.5048885188509633,0.472251914643884,0.5475709432128668,0.7413243808188626,0.26287676755890466,False,True,0.18676785600243145
0.7423336469237073,0.3333333333333333,0.992779233032023,0.7809533349169997,0.7325734108533004,0.5119522204588682,0.5435688447007407,0.3755340221783645,True,False,0.040783423839135156
0.052078736852375164,0.0,0.20975528846000963,0.15104237616414473,0.6783222118657883,0.50529380679995,0.5303530259913829,0.49788197329363126,False,True,0.3564546137071176
0.8529672306722037,0.6666666666666666,0.011569567980393658,0.9249451734464886,0.5186024597984582,0.3329636641510315,0.3482171390802108,0.3431270752761002,False,True,0.02252287676501085
0.19810997162783425,0.6666666666666666,1.0,0.32588248739781334,0.7401216577776342,0.4295286688638802,0.5212159162056904,0.24184281816146316,True,False,0.14217913565667017
0.8748396850979694,1.0,0.28162513258364796,0.7206339509915554,0.5646509566799385,0.6255518175205723,0.6562724567406744,0.3985543646779076,False,True,0.04067840210217236
0.35256335012695866,1.0,0.669664970200803,0.37986622704421036,0.694320234124298,0.34455347009000015,0.41891156229824367,0.018945974497668015,False,False,0.07050278427851049
